Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
716,HALLIDAY PROPERTIES (VACATION RENTALS) LLC,38,38,"Charlotte, Manatee, Sarasota"," ENGLEWOOD,  SARASOTA, BRADENTON, BRADENTON BEACH, ENGLEWOOD, LONGBOAT KEY, LONGBOAT KEY,, NOKOMIS, SARASOTA, SIESTA KEY",,85.4,,,,,
800,"VACASA FLORIDA, LLC",33,33,"Collier, Lee, Manatee, Pinellas, Sarasota","BELLEAIR BEACH, CLEARWATER, CLEARWATER,, HOLMES BEACH, INDIAN ROCKS BEACH, INDIAN SHORES, LARGO, LONGBOAT KEY, MARCO ISLAND, N REDINGTON BEACH, NAPLES, OSPREY, SANIBEL, SARASOTA, ST PETE BEACH, ST PETERSBURG, TREASURE ISLAND, VENICE",863-280-5942,85.3,,,,,
668,STAY TEAL DOOR LLC,40,37,"Hillsborough, Pinellas, Sarasota, Seminole","BRANDON, CLEARWATER, LARGO, ODESSA, PALM HARBOR, RIVERVIEW, SARASOTA, SEMINOLE, TAMP, TAMPA, TEMPLE TERRACE",7573736803,85.2,,,,,
771,BEACH RENTAL NETWORK INC,35,35,St. Johns,"SAINT AUGUSTINE, SAINT AUGUSTINE , ST AUGUSTINE, ST. AUGUSTINE, ST. AUGUSTINE , ST.AUGUSTINE",904.461.8878,85.2,,,,,
777,VACANZA RENTALS LLC,35,35,Lee,"CAPE CORAL, CAPE CORAL , CAPTIVA, NORTH FORT MYERS",850.290.2080,85.2,,,,,
724,GRIMALDI AND WEISS MANAGEMENT LLC,37,37,"Brevard, Broward, Monroe, Palm Beach","BOCA RATON, BOYNTON BEACH, CORAL SPRINGS , DEERFIELD BEACH, DELRAY BEACH, FORT LAUDERDALE, FORT LAUDERDERDALE, HOLLYWOOD, KEY COLONY BEACH, LAUDERDALE BY THE SE, LAUDERDALE BYTHE SEA, OAKLAND PARK, PLANTATION, WILTON MANORS",,85.0,,,,,
902,SG PROPERTY MANAGEMENT & DESIGN LLC,29,27,"Broward, Dade","DANIA BEACH, FORT LAUDERALE, FORT LAUDERDALE, NORTH MIAMI, OAKLAND PARK, PLANTATION, WILTON MANORS",9546350099,84.9,,,,,
868,DREAM STAR VACATION HOMES & REAL ESTATE LLC,31,25,"Charlotte, Manatee, Sarasota","BRADENTON, BRADENTON , LAKEWOOD RANCH, LAKEWOOD RANCH , LAKEWOOD RANCH FL , PUNTA GORDA",9415458662,84.8,,,,,
760,SOWAL LUXURY PROPERTIES LLC,36,36,"Bay, Okaloosa, Walton","DESTIN, DESTIN , INLET BEACH, MIRAMAR BEACH, PANAMA CITY BEACH, PANAMA CITY BEACH , ROSEMARY BEACH, SANTA ROSA BEACH, SANTA ROSA BEACH , SEACREST ",,84.6,,,,,
783,PLENITUDE VILLAS LLC,34,33,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMEE, KISSIMMEE, ORLANDO",3214436873,84.6,,,,,
847,"RIVERSIDE FB INVESTMENTS, LLC",31,31,"Broward, Indian River, Martin, Palm Beach","DELRAY BEACH, HOBE SOUND, JUNO BEACH, JUPITER, LAKE CLARKE SHORES, LIGHTHOUSE POINT, NORTH PALM BEACH, PALM BEACH GARDENS, PALM CITY, RIVIERA BEACH, TEQUESTA, VERO BEACH, WEST PALM BEACH",978-806-6150,84.5,,,,,
592,INSIGHT HOSPITALITY MANAGEMENT,45,45,"Osceola, Polk","DAVENPORT, DAVENPORT , KISSIMMEE",4074402812,84.3,,,,,
805,TOPLIST VACATION RENTALS LLC,33,33,Osceola,"KISSIMMEE, KISSIMMEE, FL ",6462511440,84.3,,,,,
807,BEACH ROOM RENTALS LLC,33,33,Bay,"PANAMA CITY, PANAMA CITY BEACH",850-691-5394,84.3,,,,,
818,STEWART REAL ESTATE COMPANY LLC,33,33,Collier,NAPLES,239 223 8008,84.3,,,,,
666,WINGER LLC,40,40,"Osceola, Polk","CHAMPIONSGATE, DAVENPORT, DAVEPORT, KISSIMMEE",4074541638,84.2,,,,,
883,"STAYLAH OF NE FL, LLC",30,30,"Duval, Flagler, St. Johns, Volusia","FLAGLER BEACH, JACKSONVILLE, PALM COAST, PIERSON, PONTE VEDRA BEACH, SAINT AUGUSTINE, ST AUGUSTINE",4078613888,84.1,,,,,
718,"AMI PREMIER PROPERTIES, INC.",38,31,"Manatee, Sarasota","ANNA MARIA, BRADENTON BEACH, HOLMES BEACH, SIESTA KEY",9414476108,84.0,,,,,
601,FLORIDIAN VACATION HOMES,44,44,"Osceola, Polk","DAVENPORT, DAVENPORT , KISSIMMEE, KISSIMMEE ",3216827988,83.9,,,,,
832,"DNA MANAGEMENT GROUP, LLC",32,32,St. Johns,"SAINT AUGUSTINE, ST AUGUSTINE, ST. AUGUSTINE",9046864824,83.9,,,,,
837,DREAM DESTINATIONS 30A LUXURY RENTALS LLC,32,32,Walton,SANTA ROSA BEACH,8505170244,83.9,,,,,
698,NAPLES VACATIONS LLC,39,39,"Collier, Lee","BONITA SPRINGS, NAPLES",2393337489,83.8,,,,,
648,VIDORRA LLC,41,40,"Flagler, St. Johns","PALM COAST , SAINT AUGUSTINE, SAINT AUGUSTINE , ST. AUGUSTINE",9045019221,83.7,,,,,
912,GREEN HEART SMART SOLUTIONS LLC,29,29,"Orange, Osceola, Polk","DAVENPORT, DAVENPORT , KISSIMMEE, ORLANDO",(954) 864-4781,83.7,,,,,
871,AAA COASTAL MANAGEMENT LLC,31,31,Lee,"CAPE CORAL, FORT MYERS, FORT MYERS BEACH, FORT MYERS BEACH ",239-314-5691,83.5,,,,,
713,SUNNY DREAMS FACTORY LLC,38,38,"Charlotte, Sarasota","ENGLEWOOD, PLACIDA, PORT CHARLOTTE, ROTONDA WEST",941-716-0375,83.4,,,,,
667,"GLOBAL MARKETING SERVICES, INC.",40,35,"Charlotte, Lake, Lee, Orange, Polk, Sarasota","CAPE CORAL, CLERMONT, DAVENPORT, ENGLEWOOD, ORLANDO, PORT CHARLOTTE, PUNTA GORDA, ROTONDA WEST, SARASOTA",4077781889,83.2,,,,,
730,CENTRAL FLORIDA HOME MANAGEMENT INC,37,26,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMMEE",407.745.9351,83.1,,,,,
895,DREAM VACATION RENTALS INC,30,30,Lee,"CAPTIVA, SANIBEL",239-284-3106,83.1,,,,,
544,LVCC INC,49,49,Lee,"CAPE CORAL, FORT MYERS",239-703-0807,83.0,,,,,
954,EDGEWATER REALTY AND HOMES LLC,28,25,"Collier, Lee","ESTERO, FORT MYERS, MARCO ISLAND, NAPLES",2395954065,83.0,,,,,
772,FOREVER DESTIN BEACH RENTALS LLC,35,33,Walton,MIRAMAR BEACH,8505866642,82.9,,,,,
920,"COASTLINE REAL ESTATE & PROPERTY MANAGEMENT GROUP, LLC",29,29,Walton,"MIRAMAR BEACH, SANTA ROSA BEACH",850-585-3856,82.7,,,,,
925,SALTY MERMAID VACATION RENTALS LLC,29,29,Manatee,"ANNA MARIA, BRADENTON, BRADENTON BEACH, HOLMES BEACH",941-254-6131,82.7,,,,,
