Rank,Licensee Name,Total Units,Unique Addresses,Counties,Cities Served,Phone,Score,Owner Name,Owner Email,Owner LinkedIn,Website,Notes
868,DREAM STAR VACATION HOMES & REAL ESTATE LLC,31,25,"Charlotte, Manatee, Sarasota","BRADENTON, BRADENTON , LAKEWOOD RANCH, LAKEWOOD RANCH , LAKEWOOD RANCH FL , PUNTA GORDA",9415458662,84.8,,,,,
760,SOWAL LUXURY PROPERTIES LLC,36,36,"Bay, Okaloosa, Walton","DESTIN, DESTIN , INLET BEACH, MIRAMAR BEACH, PANAMA CITY BEACH, PANAMA CITY BEACH , ROSEMARY BEACH, SANTA ROSA BEACH, SANTA ROSA BEACH , SEACREST ",,84.6,,,,,
783,PLENITUDE VILLAS LLC,34,33,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMEE, KISSIMMEE, ORLANDO",3214436873,84.6,,,,,
847,"RIVERSIDE FB INVESTMENTS, LLC",31,31,"Broward, Indian River, Martin, Palm Beach","DELRAY BEACH, HOBE SOUND, JUNO BEACH, JUPITER, LAKE CLARKE SHORES, LIGHTHOUSE POINT, NORTH PALM BEACH, PALM BEACH GARDENS, PALM CITY, RIVIERA BEACH, TEQUESTA, VERO BEACH, WEST PALM BEACH",978-806-6150,84.5,,,,,
592,INSIGHT HOSPITALITY MANAGEMENT,45,45,"Osceola, Polk","DAVENPORT, DAVENPORT , KISSIMMEE",4074402812,84.3,,,,,
805,TOPLIST VACATION RENTALS LLC,33,33,Osceola,"KISSIMMEE, KISSIMMEE, FL ",6462511440,84.3,,,,,
807,BEACH ROOM RENTALS LLC,33,33,Bay,"PANAMA CITY, PANAMA CITY BEACH",850-691-5394,84.3,,,,,
818,STEWART REAL ESTATE COMPANY LLC,33,33,Collier,NAPLES,239 223 8008,84.3,,,,,
666,WINGER LLC,40,40,"Osceola, Polk","CHAMPIONSGATE, DAVENPORT, DAVEPORT, KISSIMMEE",4074541638,84.2,,,,,
883,"STAYLAH OF NE FL, LLC",30,30,"Duval, Flagler, St. Johns, Volusia","FLAGLER BEACH, JACKSONVILLE, PALM COAST, PIERSON, PONTE VEDRA BEACH, SAINT AUGUSTINE, ST AUGUSTINE",4078613888,84.1,,,,,
718,"AMI PREMIER PROPERTIES, INC.",38,31,"Manatee, Sarasota","ANNA MARIA, BRADENTON BEACH, HOLMES BEACH, SIESTA KEY",9414476108,84.0,,,,,
601,FLORIDIAN VACATION HOMES,44,44,"Osceola, Polk","DAVENPORT, DAVENPORT , KISSIMMEE, KISSIMMEE ",3216827988,83.9,,,,,
832,"DNA MANAGEMENT GROUP, LLC",32,32,St. Johns,"SAINT AUGUSTINE, ST AUGUSTINE, ST. AUGUSTINE",9046864824,83.9,,,,,
837,DREAM DESTINATIONS 30A LUXURY RENTALS LLC,32,32,Walton,SANTA ROSA BEACH,8505170244,83.9,,,,,
698,NAPLES VACATIONS LLC,39,39,"Collier, Lee","BONITA SPRINGS, NAPLES",2393337489,83.8,,,,,
648,VIDORRA LLC,41,40,"Flagler, St. Johns","PALM COAST , SAINT AUGUSTINE, SAINT AUGUSTINE , ST. AUGUSTINE",9045019221,83.7,,,,,
912,GREEN HEART SMART SOLUTIONS LLC,29,29,"Orange, Osceola, Polk","DAVENPORT, DAVENPORT , KISSIMMEE, ORLANDO",(954) 864-4781,83.7,,,,,
871,AAA COASTAL MANAGEMENT LLC,31,31,Lee,"CAPE CORAL, FORT MYERS, FORT MYERS BEACH, FORT MYERS BEACH ",239-314-5691,83.5,,,,,
713,SUNNY DREAMS FACTORY LLC,38,38,"Charlotte, Sarasota","ENGLEWOOD, PLACIDA, PORT CHARLOTTE, ROTONDA WEST",941-716-0375,83.4,,,,,
667,"GLOBAL MARKETING SERVICES, INC.",40,35,"Charlotte, Lake, Lee, Orange, Polk, Sarasota","CAPE CORAL, CLERMONT, DAVENPORT, ENGLEWOOD, ORLANDO, PORT CHARLOTTE, PUNTA GORDA, ROTONDA WEST, SARASOTA",4077781889,83.2,,,,,
730,CENTRAL FLORIDA HOME MANAGEMENT INC,37,26,"Lake, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMMEE",407.745.9351,83.1,,,,,
895,DREAM VACATION RENTALS INC,30,30,Lee,"CAPTIVA, SANIBEL",239-284-3106,83.1,,,,,
544,LVCC INC,49,49,Lee,"CAPE CORAL, FORT MYERS",239-703-0807,83.0,,,,,
954,EDGEWATER REALTY AND HOMES LLC,28,25,"Collier, Lee","ESTERO, FORT MYERS, MARCO ISLAND, NAPLES",2395954065,83.0,,,,,
772,FOREVER DESTIN BEACH RENTALS LLC,35,33,Walton,MIRAMAR BEACH,8505866642,82.9,,,,,
920,"COASTLINE REAL ESTATE & PROPERTY MANAGEMENT GROUP, LLC",29,29,Walton,"MIRAMAR BEACH, SANTA ROSA BEACH",850-585-3856,82.7,,,,,
925,SALTY MERMAID VACATION RENTALS LLC,29,29,Manatee,"ANNA MARIA, BRADENTON, BRADENTON BEACH, HOLMES BEACH",941-254-6131,82.7,,,,,
560,SANDESTIN INVESTMENTS LLC,48,48,Walton,MIRAMAR BEACH,8502678000,82.6,,,,,
865,RNB MANAGEMENT SERVICES LLC,31,31,"Okaloosa, Santa Rosa, Walton","DESTIN, MIRAMAR BEACH, NAVARRE",,82.5,,,,,
1026,REIMAGINE RENOVATION MRE LLC,25,25,"Osceola, Polk, Volusia","DAVENPORT, DAVENPORT, , DAYTONA BEACH, HAINES CITY, KISSIMMEE",4072230993,82.0,,,,,
585,P2 GLOBAL INVESTMENT GROUP LLC,46,46,Osceola,KISSIMMEE,407-818-1992,81.8,,,,,
781,CHARLOTTE WALLACE LLC,34,34,"Osceola, Polk","DAVENPORT, KISSIMMEE",8632470623,81.8,,,,,
785,LOVESUN ENTERPRISES LLC,34,34,"Osceola, Polk","DAVENPORT, KISSIMMEE",4079732545,81.8,,,,,
962,LE CHATEAU PROPERTIES LLC,27,27,Broward,"DEERFIELD BEACH, FORT LAUDERDALE, OAKLAND PARK, POMPANO BEACH, WILTON MANORS",954-605-1692,81.8,,,,,
976,AMERICAN DREAM N FL REALTY LLC,27,27,Taylor,"PERRY, STEINHATCHEE",8508432648,81.8,,,,,
602,"PREMIER PROPERTIES OF SOUTHWEST FLORIDA, LLC",44,26,"Collier, Orange, Pinellas","BELLEAIR BLUFFS, BONITA SPRINGS, INDIAN ROCKS BEACH, INDIAN SHORES, LARGO, MADEIRA BEACH, NAPLES, ORLANDO",2394032200,81.6,,,,,
611,NAPLES VACATION RENTALS LLC,44,36,Collier,NAPLES,239.219.9999,81.6,,,,,
759,DESTIN COASTAL ESCAPES LLC,36,35,"Okaloosa, Walton","DESTIN, FORT WALTON BEACH, MIRAMAR BEACH, SANTA ROSA BEACH",8507337447,81.5,,,,,
597,SANIBEL VACATIONS LLC,45,45,Lee,"CAPTIVA, SANIBEL",239-691-2265,81.3,,,,,
580,COASTAL BREEZE HOLDINGS LLC,46,35,"Bay, Collier, Lee, Monroe","FORT MYERS, FORT MYERS BEACH, FT MYERS BEACH, MARATHON, MARCO ISLAND, NAPLES, PANAMA CITY BEACH",612-860-1157,81.2,,,,,
731,QUALITY VACATION HOMES LLC,37,37,"Osceola, Polk","DAVENPORT, KISSIMMEE, KISSMMEE",,81.0,,,,,
827,ELEMENT ACQUISITIONS LLC,32,32,"Osceola, Polk","DAVENPORT, KISSIMMEE",4074878000,80.9,,,,,
551,"VACAYEASE, LLC",48,47,"Orange, Osceola, Polk","CHAMPIONSGATE, DAVENPORT, KISSIMMEE, ORLANDO, REUNION",,80.8,,,,,
605,OD INVESTMENTS HOMES LLC,44,34,"Lake, Orange, Osceola, Polk","CLERMONT, DAVENPORT, KISSIMMEE, ORLANDO",8434469274,80.8,,,,,
941,SWL REALTY LLC,28,27,Volusia,"DAYTONA BEACH, DAYTONA BEACH , DAYTONA BEACH SHORES, PORT ORANGE",7123631099,80.8,,,,,
624,BRIGITTE HEINDL CONSULTING INC,43,43,Lee,"CAPE CORAL, FT MYERS BEACH",239.540.3485,80.5,,,,,
1011,NAPLES FLORIDA VACATION HOMES LLC,26,22,"Collier, Lee","BONITA SPRINGS, NAPLES",239.676.0088,80.3,,,,,
822,KEYS OCEAN RENTALS INC.,32,29,Monroe,"ISLAMORADA, KEY COLONY BEACH, MARATHON, TAVERNIER",3053075583,80.2,,,,,
842,SEA GYPSY VACATION RENTALS LLC,32,29,Lee,"FORT MYERS BEACH, FORT MYERS BEACH , FT MYERS",954.415.2233,80.2,,,,,
890,DESTIN-VESTMENTS 3 INC.,30,30,"Okaloosa, Walton","DESTIN, MIRAMAR BEACH, SANTA ROSA BEACH",7577491284,80.1,,,,,
893,30A BEACH STAYS AND VACATIONS LLC,30,30,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, PT WASHINGTON, SANTA ROSA BEACH",8508559501,80.1,,,,,
896,COASTAL BREEZE GETAWAYS LLC.,30,30,"Manatee, Sarasota","BRADENTON, SARASOTA",4079704502,80.1,,,,,
969,RBR PROPERTY INVESTMENTS LLC,27,25,"Lake, Osceola, Polk","CLERMONT, DAVEMPORT, DAVENPORT, KISSIMMEE",4074509244,79.9,,,,,
908,LANDCOP LLC,29,29,"Osceola, Polk","DAVENPORT, KISSIMMEE, KISSSIMMEE",4079324079,79.7,,,,,
910,DCB ENTERPRISES FLORIDA INC,29,29,"Osceola, Polk","DAVENPORT, DAVENPORT , DEAVENPORT, KISSIMMEE, KISSIMMEE , SAINT CLOUD",4074089602,79.7,,,,,
808,COAST PROPERTY MANAGEMENT SERVICES CORP,33,33,"Bay, Walton","INLET BEACH, PANAMA CITY BEACH, ROSEMARY BEACH, SANTA ROSA BEACH",,79.3,,,,,
564,SR SARASOTA LLC,48,44,Sarasota,"LONGBOAT KEY, SARASOTA, SIESTA KEY",941-500-5477,79.2,,,,,
953,"INFINITY SUNSETS, INC.",28,28,"Charlotte, Sarasota","ENGLEWOOD, PLACIDA, PORT CHARLOTTE, ROTONDA WEST",9416972175,79.2,,,,,
641,SANDY TOES AND SALTY HAIR LLC,42,41,Manatee,"ANNA MARIA, ANNA MARIA , BRADENTON, BRADENTON BEACH, BRADENTON BEACH , HOLMES BEACH, HOLMES BEACH , LONGBOAT KEY",9412703846,79.1,,,,,
788,SOUTHERN COMFORT PROPERTIES LLC,34,29,Alachua,"GAINESILLE, GAINESVILLE, GAINESVILLE , HIGH SPRINGS",646-221-9276,78.9,,,,,
696,SEA BREEZE INTERNATIONAL MGMT CORP,39,39,Lee,CAPE CORAL,234.541.9684,78.8,,,,,
654,LET IT HAPPEN LLC,41,41,"Bay, Gulf, Walton","MEXICO BEACH, MEXICO BEACH , MEXIOC BEACH , MIRAMAR BEACH, PORT ST JOE, PORT ST JOE ",,78.7,,,,,
655,STELLARDWELLER LLC,41,41,"Leon, Okaloosa, Walton","DESTIN , FORT WALTON BEACH, FORT WALTON BEACH , MIRAMAR BEACH, SHALIMAR , TALLAHASSEE",,78.7,,,,,
658,"ONCE UPON A BEACH, LLC",41,40,Manatee,"ANNA MARIA, BRADENTON, BRADENTON BEACH, CORTEZ, HOLMES BEACH",941-584-5844,78.7,,,,,
866,SOUTHERN COAST VACATION PROPERTIES,31,31,"Franklin, Gulf","APALACHICOLA, CAPE SAN BLAS , CARRABELLE, EASTPOINT , PORT ST JOE , SAINT GEORGE ISLAND ",8503701112,78.5,,,,,
867,"REALTY BY DALE THOMAS, LLC",31,31,"Charlotte, Sarasota","ENGLEWOOD, ENGLEWOOD , NORTH  PORT, NORTH PORT, PORT CHARLOTTE, ROTONDA WEST, VENICE",,78.5,,,,,
870,SIESTA KEY LUXURY RENTAL PROPERTIES-LIDO KEY VACATIONS,31,31,"Manatee, Sarasota","SARAOTA, SARASOTA",9415391695,78.5,,,,,
562,SIESTA 4 RENT INC,48,43,Sarasota,"SARASOTA, SIESTA KEY",941-349-5500,78.4,,,,,
710,DUNES OF SEAGROVE C/O VACASA LLC,38,38,Walton,SANTA ROSA BEACH,863-280-5942,78.4,,,,,
714,"NEW SPRING LAKE PARTNERS, LLC",38,38,Highlands,"SEBRING, SEBRING ",863-655-5555,78.4,,,,,
717,SUNBURST GETAWAYS LLC,38,38,Lee,"CAPE CORAL, FORT MYERS, JAMES CITY, NORTH FORT MYERS",8503332743,78.4,,,,,
999,LUXURY RENTALS OF AMELIA LLC,26,24,Nassau,FERNANDINA BEACH,904-261-9133,78.3,,,,,
631,FLORICASA LLC,42,40,Brevard,"CAPE CANAVERAL, CAPE CANAVERAL , CAPE CANVERAL, COCOA BEACH, COCOA BEACH , INDIAN HARBOUR, SATELLITE BEACH",3213010300,78.2,,,,,
